Genome	Genome_accession
MGYG000005551	CAJLLI01
MGYG000005552	CAJMRX01
MGYG000005553	CAJLYK01
MGYG000005554	CAJLTE01
MGYG000005555	CAJLMH01
MGYG000005556	CAJLCP01
MGYG000005557	CAJKYI01
MGYG000005558	CAJKPV01
MGYG000005559	CAJLMX01
MGYG000005560	CAJJOB01
MGYG000005561	CAJMBN01
MGYG000005562	GCA_009715195
MGYG000005563	CAJLNE01
MGYG000005564	CAJJYC01
MGYG000005565	CAJJSL01
MGYG000005566	CAJLHF01
MGYG000005567	CAJKZS01
MGYG000005568	CAJKYU01
MGYG000005569	GCA_009025245
MGYG000005570	CAJLQS01
MGYG000005571	CAJLEB01
MGYG000005572	CAJLIJ01
MGYG000005573	CAJKZN01
MGYG000005574	CAJKPJ01
MGYG000005575	CAJJPB01
MGYG000005576	CAJMJS01
MGYG000005577	GCA_009681945
MGYG000005580	CAJKWZ01
MGYG000005581	CAJJPN01
MGYG000005582	CAJLOM01
MGYG000005584	CAJKUV01
MGYG000005585	CAJJJR01
MGYG000005586	CAJMNG01
MGYG000005587	CAJLEW01
MGYG000005589	CAJJQJ01
MGYG000005590	CAJKXN01
MGYG000005591	CAJLFF01
MGYG000005592	CAJLXI01
MGYG000005593	GCA_009021515
MGYG000005594	CAJKQG01
MGYG000005595	GCA_009889305
MGYG000005596	CAJKZI01
MGYG000005597	CAJJYJ01
MGYG000005598	CAJLES01
MGYG000005599	CAJLGL01
MGYG000005600	CAJLIS01
MGYG000005601	CAJJZR01
MGYG000005602	CAJMSH01
MGYG000005603	CAJLDU01
MGYG000005604	CAJMGC01
MGYG000005605	CAJJOA01
MGYG000005606	GCA_009715475
MGYG000005607	GCA_009875575
MGYG000005608	CAJLMO01
MGYG000005609	CAJLXN01
MGYG000005610	CAJJKW01
MGYG000005611	CAJJTO01
MGYG000005612	CAJJKO01
MGYG000005613	CAJKGD01
MGYG000005614	GCA_009710825
MGYG000005615	GCA_009159205
MGYG000005617	CAJLJZ01
MGYG000005618	CAJLKR01
MGYG000005619	CAJLTY01
MGYG000005620	CAJKIB01
MGYG000005621	CAJKKE01
MGYG000005622	CAJMPC01
MGYG000005623	CAJLEP01
MGYG000005625	CAJJRP01
MGYG000005626	CAJJZI01
MGYG000005627	CAJMOR01
MGYG000005628	CAJLYX01
MGYG000005629	CAJKQT01
MGYG000005630	CAJKJW01
MGYG000005631	GCA_009679395
MGYG000005632	GCA_009680135
MGYG000005634	CAJMCT01
MGYG000005635	CAJKYQ01
MGYG000005636	GCA_008568695
MGYG000005637	GCA_009158275
MGYG000005638	CAJLFC01
MGYG000005639	GCA_009677035
MGYG000005640	CAJMCX01
MGYG000005642	CAJKAV01
MGYG000005643	CAJMMX01
MGYG000005644	CAJLNR01
MGYG000005645	CAJLTC01
MGYG000005646	CAJLEG01
MGYG000005647	CAJLTJ01
MGYG000005649	CAJKJM01
MGYG000005650	CAJMMW01
MGYG000005651	CAJKGM01
MGYG000005652	CAJJIW01
MGYG000005653	GCA_008569705
MGYG000005654	CAJJLK01
MGYG000005655	CAJJJI01
MGYG000005656	CAJKGB01
MGYG000005657	CAJKLV01
MGYG000005659	GCA_009718745
MGYG000005660	CAJMIH01
MGYG000005661	CAJLDD01
MGYG000005662	CAJLOL01
MGYG000005663	CAJJYR01
MGYG000005664	CAJLUY01
MGYG000005665	CAJLRO01
MGYG000005666	CAJLCO01
MGYG000005667	CAJLVA01
MGYG000005668	CAJMSK01
MGYG000005669	GCA_009717115
MGYG000005670	CAJKFG01
MGYG000005671	GCA_009680195
MGYG000005672	CAJJWY01
MGYG000005673	GCA_009019475
MGYG000005674	CAJLTS01
MGYG000005676	CAJKJB01
MGYG000005677	CAJLVQ01
MGYG000005678	CAJKFQ01
MGYG000005679	CAJLZT01
MGYG000005680	CAJJUI01
MGYG000005681	CAJLIY01
MGYG000005682	CAJMSI01
MGYG000005683	CAJLXT01
MGYG000005685	CAJKHD01
MGYG000005686	GCA_009875795
MGYG000005687	CAJJPD01
MGYG000005688	CAJKJG01
MGYG000005689	CAJKDH01
MGYG000005690	CAJMJY01
MGYG000005691	CAJKMO01
MGYG000005692	CAJMCW01
MGYG000005693	CAJJVA01
MGYG000005694	GCA_009677045
MGYG000005695	CAJLTK01
MGYG000005696	CAJMNK01
MGYG000005697	CAJJXU01
MGYG000005698	CAJKKS01
MGYG000005699	GCA_009160805
MGYG000005701	CAJLJP01
MGYG000005702	CAJJRA01
MGYG000005704	CAJJSC01
MGYG000005705	GCA_009020735
MGYG000005706	CAJLZE01
MGYG000005708	CAJLTH01
MGYG000005710	CAJLKS01
MGYG000005711	CAJMIP01
MGYG000005712	CAJJYA01
MGYG000005713	CAJMGM01
MGYG000005714	CAJKZH01
MGYG000005715	CAJJLL01
MGYG000005716	CAJJQQ01
MGYG000005717	CAJLDL01
MGYG000005718	GCA_009077435
MGYG000005719	CAJKVI01
MGYG000005720	GCA_009158605
MGYG000005721	CAJLQX01
MGYG000005722	CAJMGS01
MGYG000005723	CAJJOL01
MGYG000005724	CAJLHA01
MGYG000005725	CAJJQC01
MGYG000005726	CAJJYS01
MGYG000005727	CAJMEX01
MGYG000005728	CAJMFO01
MGYG000005729	CAJJJO01
MGYG000005730	CAJLGF01
MGYG000005731	CAJLSM01
MGYG000005732	CAJKFR01
MGYG000005733	CAJKFC01
MGYG000005734	CAJLSI01
MGYG000005735	CAJKEQ01
MGYG000005736	CAJLPD01
MGYG000005737	CAJKYV01
MGYG000005738	CAJKMP01
MGYG000005739	CAJMNB01
MGYG000005740	CAJMGW01
MGYG000005741	CAJJRB01
MGYG000005742	CAJMSO01
MGYG000005743	CAJMHA01
MGYG000005744	CAJMMN01
MGYG000005745	CAJLJM01
MGYG000005747	CAJJWX01
MGYG000005748	CAJKJV01
MGYG000005749	CAJMKE01
MGYG000005750	CAJLFY01
MGYG000005751	GCA_009875635
MGYG000005752	CAJKGV01
MGYG000005753	CAJLUF01
MGYG000005754	CAJKOR01
MGYG000005755	CAJJTH01
MGYG000005756	CAJMAD01
MGYG000005757	CAJJYY01
MGYG000005758	CAJLQG01
MGYG000005759	CAJLLZ01
MGYG000005760	CAJLAM01
MGYG000005761	CAJJXX01
MGYG000005762	CAJKGL01
MGYG000005763	CAJLTZ01
MGYG000005764	CAJLHC01
MGYG000005765	CAJLZS01
MGYG000005766	CAJKKA01
MGYG000005767	CAJLLO01
MGYG000005768	CAJLKA01
MGYG000005769	CAJLYO01
MGYG000005770	CAJLDF01
MGYG000005771	GCA_009680935
MGYG000005772	GCA_008571295
MGYG000005773	CAJKOS01
MGYG000005774	CAJMAX01
MGYG000005775	CAJJLR01
MGYG000005777	CAJLIB01
MGYG000005778	CAJLCZ01
MGYG000005779	CAJLYT01
MGYG000005780	CAJKFE01
MGYG000005781	CAJKWJ01
MGYG000005782	CAJMCM01
MGYG000005783	CAJJJF01
MGYG000005784	CAJMPY01
MGYG000005785	CAJMRD01
MGYG000005786	CAJMRO01
MGYG000005787	CAJLRP01
MGYG000005788	CAJKVQ01
MGYG000005789	CAJJTR01
MGYG000005790	CAJJJP01
MGYG000005791	CAJKDP01
MGYG000005792	GCA_008566225
MGYG000005793	CAJJPV01
MGYG000005794	CAJKAQ01
MGYG000005795	CAJKHI01
MGYG000005796	CAJJSR01
MGYG000005797	GCA_008571565
MGYG000005798	CAJLBP01
MGYG000005799	CAJMNZ01
MGYG000005801	CAJJNO01
MGYG000005802	CAJMFB01
MGYG000005803	CAJLWP01
MGYG000005804	GCA_009881195
MGYG000005805	GCA_008572205
MGYG000005806	CAJKQP01
MGYG000005807	CAJKJP01
MGYG000005808	CAJLAR01
MGYG000005809	CAJKUY01
MGYG000005810	CAJKEC01
MGYG000005811	CAJKBV01
MGYG000005812	CAJJYI01
MGYG000005813	CAJJSQ01
MGYG000005814	CAJMFF01
MGYG000005815	CAJMJV01
MGYG000005816	CAJJIG01
MGYG000005817	GCA_009094075
MGYG000005818	GCA_008566005
MGYG000005819	CAJLBT01
MGYG000005820	CAJLPJ01
MGYG000005821	CAJJMM01
MGYG000005822	CAJKGS01
MGYG000005823	CAJJZU01
MGYG000005824	CAJMPS01
MGYG000005825	GCA_009019465
MGYG000005826	CAJKAG01
MGYG000005827	CAJLKI01
MGYG000005828	CAJMCN01
MGYG000005829	CAJMJW01
MGYG000005830	CAJMRG01
MGYG000005831	CAJLQD01
MGYG000005832	CAJLZV01
MGYG000005833	CAJMPA01
MGYG000005834	CAJJWZ01
MGYG000005835	CAJKBQ01
MGYG000005836	CAJLMW01
MGYG000005837	CAJKAF01
MGYG000005838	CAJKTB01
MGYG000005840	CAJMFR01
MGYG000005841	CAJLEK01
MGYG000005842	CAJMQP01
MGYG000005843	CAJLJC01
MGYG000005844	CAJLMS01
MGYG000005845	CAJKAH01
MGYG000005846	CAJLJT01
MGYG000005847	CAJJQA01
MGYG000005848	CAJKUC01
MGYG000005849	CAJLAF01
MGYG000005850	CAJLXG01
MGYG000005851	CAJKSX01
MGYG000005852	GCA_008572685
MGYG000005853	GCA_009153315
MGYG000005854	CAJLYC01
MGYG000005855	CAJKYB01
MGYG000005856	CAJJNB01
MGYG000005857	CAJLKZ01
MGYG000005858	CAJLFV01
MGYG000005859	GCA_009679505
MGYG000005860	CAJKGP01
MGYG000005861	GCA_009156795
MGYG000005862	CAJLWM01
MGYG000005863	CAJLSS01
MGYG000005864	CAJKJH01
MGYG000005865	CADFQL01
MGYG000005866	GCA_008572535
MGYG000005867	GCA_009157155
MGYG000005868	CAJLMP01
MGYG000005869	CAJLQI01
MGYG000005870	CAJKEM01
MGYG000005872	CAJKWB01
MGYG000005874	CAJMSP01
MGYG000005875	CAJLED01
MGYG000005876	CAJLXV01
MGYG000005877	CAJLAC01
MGYG000005879	CAJLAY01
MGYG000005880	CAJMPF01
MGYG000005882	CAJKKD01
MGYG000005883	CAJLTU01
MGYG000005884	CAJKZC01
MGYG000005885	GCA_009710805
MGYG000005886	CAJJYQ01
MGYG000005887	CAJLPR01
MGYG000005888	CAJMGJ01
MGYG000005890	CAJJTG01
MGYG000005891	CAJKSK01
MGYG000005892	CAJJYO01
MGYG000005893	CAJJZL01
MGYG000005894	CAJLOO01
MGYG000005895	CAJKMF01
MGYG000005896	CAJLEZ01
MGYG000005897	CAJKTU01
MGYG000005898	CAJKNI01
MGYG000005899	GCA_009681455
MGYG000005900	CAJJZF01
MGYG000005901	CAJMSJ01
MGYG000005902	CAJKKW01
MGYG000005903	CAJLQE01
MGYG000005904	CAJKIA01
MGYG000005905	CAJLTG01
MGYG000005906	GCA_009076505
MGYG000005907	CAJMGY01
MGYG000005908	GCA_009018465
MGYG000005909	CAJLXX01
MGYG000005910	CAJKEH01
MGYG000005911	GCA_009718065
MGYG000005912	CAJLHS01
MGYG000005913	CAJLQW01
MGYG000005914	CAJKQO01
MGYG000005915	CAJLIV01
MGYG000005916	CAJLSV01
MGYG000005917	GCA_009881345
MGYG000005918	CAJJJB01
MGYG000005919	CAJLUQ01
MGYG000005920	CAJMAL01
MGYG000005921	CAJLFG01
MGYG000005922	CAJLQF01
MGYG000005923	CAJLKV01
MGYG000005924	GCA_009018235
MGYG000005925	CAJLMI01
MGYG000005926	GCA_009881305
MGYG000005927	CAJKKI01
MGYG000005928	GCA_009160675
MGYG000005930	CAJMKW01
MGYG000005932	CAJKEJ01
MGYG000005933	CAJJOW01
MGYG000005934	CAJJYP01
MGYG000005935	GCA_008572465
MGYG000005936	CAJMMF01
MGYG000005937	CAJKCQ01
MGYG000005938	CAJKLF01
MGYG000005939	CAJMOO01
MGYG000005940	CAJMGG01
MGYG000005941	CAJLLL01
MGYG000005942	CAJMSY01
MGYG000005943	GCA_009680085
MGYG000005945	CAJJRH01
MGYG000005946	CAJJKA01
MGYG000005947	CAJLMK01
MGYG000005948	CAJKCU01
MGYG000005949	GCA_009093925
MGYG000005950	CAJMHL01
MGYG000005951	GCA_009719905
MGYG000005952	CAJKRH01
MGYG000005953	CAJLVJ01
MGYG000005954	CAJJSY01
MGYG000005955	CAJMAY01
MGYG000005956	CAJJLF01
MGYG000005958	CAJLEV01
MGYG000005959	CAJLRX01
MGYG000005960	CAJMRP01
MGYG000005961	CAJKHN01
MGYG000005962	CAJKOA01
MGYG000005963	GCA_009101535
MGYG000005964	CAJLXD01
MGYG000005965	CAJMOL01
MGYG000005967	CAJMLG01
MGYG000005968	CAJMPI01
MGYG000005970	CAJKBS01
MGYG000005971	CAJJUY01
MGYG000005972	CAJKLG01
MGYG000005973	GCA_009076915
MGYG000005974	GCA_009107585
MGYG000005975	CAJKZD01
MGYG000005976	GCA_009876905
MGYG000005977	CAJLFA01
MGYG000005978	CAJJXQ01
MGYG000005979	CAJMBP01
MGYG000005980	CAJLEQ01
MGYG000005981	CAJLCU01
MGYG000005982	CAJLFW01
MGYG000005983	GCA_009876875
MGYG000005984	CAJJWP01
MGYG000005985	GCA_009102805
MGYG000005987	CAJMCQ01
MGYG000005988	CAJLDT01
MGYG000005989	CAJLWX01
MGYG000005990	CAJKFZ01
MGYG000005991	CAJJXH01
MGYG000005992	GCA_009717855
MGYG000005993	CAJLLM01
MGYG000005994	CAJLLA01
MGYG000005995	CAJLCR01
MGYG000005996	CAJMBB01
MGYG000005997	CAJKUZ01
MGYG000005998	CAJMFN01
MGYG000005999	CAJLOR01
MGYG000006000	CAJKFU01
MGYG000006001	CAJMIK01
MGYG000006003	CAJMJR01
MGYG000006004	GCA_009881295
MGYG000006006	CAJJZD01
MGYG000006007	GCA_009895025
MGYG000006008	CAJJMV01
MGYG000006009	CAJKYA01
MGYG000006010	GCA_009678325
MGYG000006011	CAJKIV01
MGYG000006012	CAJLUZ01
MGYG000006014	CAJJVV01
MGYG000006015	GCA_009018935
MGYG000006016	CAJKDB01
MGYG000006017	CAJJJG01
MGYG000006018	CAJKOK01
MGYG000006019	CAJLHE01
MGYG000006020	CAJKEV01
MGYG000006021	CAJJJC01
MGYG000006022	GCA_009680405
MGYG000006023	CAJLBB01
MGYG000006024	CAJMSV01
MGYG000006025	CAJJMU01
MGYG000006026	GCA_008829705
MGYG000006027	CAJMAU01
MGYG000006028	CAJJYK01
MGYG000006029	CAJLFZ01
MGYG000006030	CAJLBK01
MGYG000006031	CAJJXC01
MGYG000006032	CAJKDV01
MGYG000006033	CAJLKL01
MGYG000006035	GCA_009679715
MGYG000006036	CAJKNT01
MGYG000006037	CAJKOX01
MGYG000006038	CAJMAZ01
MGYG000006040	CAJJVW01
MGYG000006041	CAJMEP01
MGYG000006042	GCA_009720045
MGYG000006043	CAJKVW01
MGYG000006044	GCA_009680815
MGYG000006045	CAJLAU01
MGYG000006046	CAJKJN01
MGYG000006047	CAJMAC01
MGYG000006048	CAJKGJ01
MGYG000006049	CAJLLU01
MGYG000006050	CAJJZZ01
MGYG000006051	CAJKAU01
MGYG000006052	CAJKDF01
MGYG000006053	CAJJIY01
MGYG000006054	CAJMDX01
MGYG000006055	CAJKLB01
MGYG000006056	CAJLQB01
MGYG000006057	CAJLGC01
MGYG000006058	CAJKGE01
MGYG000006059	CAJJRK01
MGYG000006060	CAJMCJ01
MGYG000006061	CAJMGX01
MGYG000006062	CAJJRE01
MGYG000006063	CAJMIY01
MGYG000006064	CAJJRN01
MGYG000006065	CAJJZN01
MGYG000006066	CAJMDZ01
MGYG000006067	CAJMDQ01
MGYG000006068	CAJJUZ01
MGYG000006069	CAJLXF01
MGYG000006070	CAJKOE01
MGYG000006071	CAJLYU01
MGYG000006072	GCA_009677355
MGYG000006073	CAJKYY01
MGYG000006074	CAJLWO01
MGYG000006075	GCA_008569055
MGYG000006077	CAJKTL01
MGYG000006078	CAJJLE01
MGYG000006079	CAJLYN01
MGYG000006080	CAJKEL01
MGYG000006081	CAJKDW01
MGYG000006082	CAJKXL01
MGYG000006083	CAJMOC01
MGYG000006084	CAJLMD01
MGYG000006085	CAJMDR01
MGYG000006086	CAJKLI01
MGYG000006087	CAJJON01
MGYG000006088	GCA_008572445
MGYG000006089	CAJKLA01
MGYG000006090	CAJMGB01
MGYG000006091	CAJKPZ01
MGYG000006092	CAJJTS01
MGYG000006093	CAJJZV01
MGYG000006094	CAJLEL01
MGYG000006095	CAJMGF01
MGYG000006096	CAJKDN01
MGYG000006097	CAJKSI01
MGYG000006098	CAJMSW01
MGYG000006099	CAJKPX01
MGYG000006100	CAJJIK01
MGYG000006101	CAJLLB01
MGYG000006102	CAJKFT01
MGYG000006103	CAJKSH01
MGYG000006104	CAJJPG01
MGYG000006105	GCA_009160445
MGYG000006106	CAJKLT01
MGYG000006107	CAJLGZ01
MGYG000006108	CAJMNO01
MGYG000006109	CAJJLY01
MGYG000006110	CAJJNE01
MGYG000006111	GCA_009719845
MGYG000006112	CAJLRW01
MGYG000006113	GCA_009677765
MGYG000006114	CAJKNH01
MGYG000006115	GCA_009101945
MGYG000006116	GCA_009891705
MGYG000006117	CAJLHZ01
MGYG000006118	CAJMAO01
MGYG000006119	CAJLXU01
MGYG000006120	GCA_009020755
MGYG000006121	CAJLRB01
MGYG000006122	GCA_008572485
MGYG000006123	CAJMBY01
MGYG000006124	CAJKYG01
MGYG000006125	CAJJWM01
MGYG000006126	CAJKPK01
MGYG000006127	CAJKKN01
MGYG000006128	CAJMFP01
MGYG000006129	CAJLGP01
MGYG000006130	CAJJSV01
MGYG000006131	CAJLPE01
MGYG000006132	CAJMNJ01
MGYG000006133	CAJJQG01
MGYG000006134	GCA_008572225
MGYG000006135	CAJKTS01
MGYG000006136	CAJLTI01
MGYG000006137	CAJKGN01
MGYG000006138	CAJLRV01
MGYG000006139	CAJJTK01
MGYG000006141	CAJJJZ01
MGYG000006142	CAJKJR01
MGYG000006143	GCA_009875675
MGYG000006144	GCA_009875405
MGYG000006145	CAJJME01
MGYG000006146	CAJJMS01
MGYG000006147	CAJJNX01
MGYG000006149	CAJLJU01
MGYG000006150	CAJKGW01
MGYG000006151	CAJLRI01
MGYG000006152	CAJKNN01
MGYG000006153	CAJJOG01
MGYG000006154	CAJJUV01
MGYG000006155	CAJJKT01
MGYG000006156	CAJLRR01
MGYG000006157	CAJJRL01
MGYG000006158	CAJLUI01
MGYG000006159	CAJKRA01
MGYG000006160	CAJLSL01
MGYG000006161	GCA_009719635
MGYG000006162	CAJMGT01
MGYG000006163	GCA_009719625
MGYG000006165	CAJKHT01
MGYG000006166	CAJKHH01
MGYG000006167	CAJJLH01
MGYG000006168	CAJJXL01
MGYG000006169	CAJMBD01
MGYG000006170	GCA_009716125
MGYG000006172	CAJKIX01
MGYG000006173	CAJLOF01
MGYG000006174	GCA_009094165
MGYG000006175	CAJJMP01
MGYG000006176	CAJLJA01
MGYG000006177	CAJLMN01
MGYG000006178	CAJKCY01
MGYG000006179	CAJLCC01
MGYG000006180	CAJJSO01
MGYG000006181	CAJMJX01
MGYG000006182	CAJKKX01
MGYG000006183	CAJMBV01
MGYG000006184	CAJJLW01
MGYG000006185	CAJKQC01
MGYG000006186	CAJLUT01
MGYG000006187	CAJLNM01
MGYG000006188	GCA_009895945
MGYG000006189	CAJJKY01
MGYG000006190	CAJMKM01
MGYG000006191	GCA_009714945
MGYG000006192	CAJJQI01
MGYG000006193	CAJJXK01
MGYG000006194	CAJLSO01
MGYG000006195	CAJLCX01
MGYG000006196	GCA_009021665
MGYG000006197	CAJKRC01
MGYG000006198	CAJLGD01
MGYG000006199	CAJMDA01
MGYG000006200	CAJLIW01
MGYG000006201	CAJJYW01
MGYG000006202	CAJMBQ01
MGYG000006203	CAJKMV01
MGYG000006204	CAJKBB01
MGYG000006205	CAJKBD01
MGYG000006206	CAJKFH01
MGYG000006207	CAJKRO01
MGYG000006208	CAJMKH01
MGYG000006209	CAJMJL01
MGYG000006210	CAJLEC01
MGYG000006211	GCA_008572355
MGYG000006212	CAJLHN01
MGYG000006213	CAJJPW01
MGYG000006214	CAJJSB01
MGYG000006215	CAJMSB01
MGYG000006216	GCA_009677555
MGYG000006217	CAJKXS01
MGYG000006218	CAJLBW01
MGYG000006219	CAJLPA01
MGYG000006220	GCA_009019685
MGYG000006221	CAJMJE01
MGYG000006222	GCA_009159675
MGYG000006223	CAJKRI01
MGYG000006224	CAJLKU01
MGYG000006225	CAJMPB01
MGYG000006226	CAJLUD01
MGYG000006227	CAJKIO01
MGYG000006228	CAJLLS01
MGYG000006229	CAJKJL01
MGYG000006230	CAJMAE01
MGYG000006231	CAJKGG01
MGYG000006232	CAJJWI01
MGYG000006233	CAJJRF01
MGYG000006234	GCA_009680945
MGYG000006235	GCA_008566305
MGYG000006236	CAJLUL01
MGYG000006238	GCA_009025275
MGYG000006239	GCA_009678635
MGYG000006240	CAJLAG01
MGYG000006242	CAJLDA01
MGYG000006243	CAJJWO01
MGYG000006244	GCA_009713155
MGYG000006245	CAJKIR01
MGYG000006246	GCA_008572235
MGYG000006247	CAJJPH01
MGYG000006248	CAJKTZ01
MGYG000006249	CAJKAA01
MGYG000006250	CAJJJS01
MGYG000006251	CAJLWG01
MGYG000006252	GCA_009891505
MGYG000006253	CAJKPY01
MGYG000006254	CAJLBR01
MGYG000006255	CAJKOT01
MGYG000006256	CAJKZT01
MGYG000006257	CAJLUC01
MGYG000006258	GCA_009021535
MGYG000006259	CAJJXR01
MGYG000006260	CAJKRP01
MGYG000006261	GCA_009883065
MGYG000006262	CAJMHT01
MGYG000006264	CAJLVD01
MGYG000006265	CAJMFL01
MGYG000006266	CAJMFS01
MGYG000006267	GCA_009094895
MGYG000006268	CAJLWY01
MGYG000006269	CAJLBG01
MGYG000006270	GCA_009717715
MGYG000006271	CAJKNC01
MGYG000006272	CAJLBI01
MGYG000006273	CAJJQR01
MGYG000006274	CAJJIR01
MGYG000006275	CAJKNA01
MGYG000006276	CAJJTV01
MGYG000006277	CAJKVZ01
MGYG000006278	CAJMHO01
MGYG000006279	CAJLOQ01
MGYG000006280	CAJJLS01
MGYG000006281	GCA_009717665
MGYG000006282	CAJJPE01
MGYG000006283	CAJLQM01
MGYG000006284	GCA_008421145
MGYG000006285	GCA_009678265
MGYG000006286	CAJKIE01
MGYG000006287	CAJJVG01
MGYG000006288	CAJLLW01
MGYG000006289	CAJMGA01
MGYG000006290	CAJLZB01
MGYG000006291	CAJJKL01
MGYG000006292	CAJJTW01
MGYG000006294	CAJMCE01
MGYG000006295	CAJKPM01
MGYG000006296	CAJJUC01
MGYG000006297	CAJKJE01
MGYG000006298	CAJJVF01
MGYG000006299	CAJLWJ01
MGYG000006300	CAJJLM01
MGYG000006301	CAJLLN01
MGYG000006302	CAJKPL01
MGYG000006303	CAJKJF01
MGYG000006304	CAJLUA01
MGYG000006305	CAJLZQ01
MGYG000006306	CAJMQL01
MGYG000006307	GCA_009717365
MGYG000006308	CAJMRF01
MGYG000006309	CAJMHW01
MGYG000006310	CAJLMA01
MGYG000006311	CAJLBX01
MGYG000006312	CAJMJB01
MGYG000006313	CAJLUH01
MGYG000006314	CAJLRH01
MGYG000006315	CAJKJY01
MGYG000006316	CAJJWE01
MGYG000006317	CAJKEG01
MGYG000006318	CAJLGY01
MGYG000006319	GCA_008568735
MGYG000006320	CAJKFF01
MGYG000006321	CAJKTN01
MGYG000006322	CAJJPU01
MGYG000006323	CAJLLG01
MGYG000006324	CAJKIJ01
MGYG000006326	CAJMFU01
MGYG000006327	CAJMHG01
MGYG000006328	CAJLYV01
MGYG000006329	CAJLAO01
MGYG000006330	CAJLSZ01
MGYG000006331	CAJKTO01
MGYG000006332	CAJLFS01
MGYG000006333	CAJJJM01
MGYG000006334	CAJLIC01
MGYG000006335	CAJMRT01
MGYG000006336	GCA_009158355
MGYG000006337	CAJKIF01
MGYG000006339	CAJJNK01
MGYG000006340	CAJMOP01
MGYG000006341	CAJJLU01
MGYG000006342	CAJJOF01
MGYG000006343	CAJMOW01
MGYG000006344	CAJJMW01
MGYG000006345	CAJMKK01
MGYG000006346	CAJJXB01
MGYG000006347	CAJKHE01
MGYG000006348	CAJMDE01
MGYG000006349	CAJMKP01
MGYG000006350	CAJKPC01
MGYG000006351	GCA_009895155
MGYG000006352	CAJLFM01
MGYG000006353	CAJLJH01
MGYG000006354	CAJLDO01
MGYG000006355	CAJKWF01
MGYG000006356	GCA_009877515
MGYG000006357	CAJJZJ01
MGYG000006358	GCA_009093775
MGYG000006359	CAJLDK01
MGYG000006360	CAJMOM01
MGYG000006361	CAJKZQ01
MGYG000006362	CAJMKC01
MGYG000006363	GCA_009717525
MGYG000006364	CAJKBZ01
MGYG000006365	CAJLKG01
MGYG000006366	GCA_009024855
MGYG000006367	CAJKSQ01
MGYG000006368	CAJJWJ01
MGYG000006369	CAJMSA01
MGYG000006370	CAJJUO01
MGYG000006371	CAJLFQ01
MGYG000006373	CAJJQP01
MGYG000006374	GCA_009025015
MGYG000006375	CAJLWV01
MGYG000006376	CAJKYM01
MGYG000006377	CAJLPM01
MGYG000006378	CAJJNJ01
MGYG000006379	GCA_009020475
MGYG000006380	CAJLIU01
MGYG000006381	CAJLHK01
MGYG000006382	CAJMLP01
MGYG000006383	CAJJZC01
MGYG000006384	GCA_009024815
MGYG000006385	GCA_009718215
MGYG000006386	CAJMRB01
MGYG000006387	CAJKUD01
MGYG000006388	GCA_009682495
MGYG000006389	CAJLVX01
MGYG000006390	CAJMKN01
MGYG000006391	CAJKGC01
MGYG000006392	GCA_009679155
MGYG000006393	CAJLRM01
MGYG000006394	CAJKTK01
MGYG000006395	CAJLIA01
MGYG000006396	CAJLBO01
MGYG000006397	CAJJPL01
MGYG000006398	GCA_009710845
MGYG000006399	CAJKGA01
MGYG000006400	CAJLAW01
MGYG000006401	CAJMHS01
MGYG000006402	CAJJMF01
MGYG000006403	GCA_009025195
MGYG000006404	CAJKDX01
MGYG000006405	CAJMAR01
MGYG000006406	CAJKHG01
MGYG000006408	CAJMIG01
MGYG000006409	CAJJTY01
MGYG000006411	CAJLVM01
MGYG000006412	CAJLBE01
MGYG000006413	GCA_008569365
MGYG000006414	CAJJJH01
MGYG000006415	GCA_008566505
MGYG000006416	CAJKQA01
MGYG000006417	CAJJWV01
MGYG000006418	CAJJRJ01
MGYG000006419	CAJLBF01
MGYG000006420	CAJMHV01
MGYG000006421	CAJKCC01
MGYG000006422	CAJKMR01
MGYG000006423	CAJLJF01
MGYG000006424	CAJKTX01
MGYG000006425	CAJKRZ01
MGYG000006426	GCA_008565905
MGYG000006427	CAJJPT01
MGYG000006428	CAJKUT01
MGYG000006430	CAJLOS01
MGYG000006431	CAJJLX01
MGYG000006433	CAJJYN01
MGYG000006434	CAJJZK01
MGYG000006435	CAJKSD01
MGYG000006436	CAJMGR01
MGYG000006437	GCA_009101525
MGYG000006438	GCA_009094115
MGYG000006439	CAJLDN01
MGYG000006441	CAJLFN01
MGYG000006442	GCA_009683315
MGYG000006443	GCA_009718075
MGYG000006444	CAJLBJ01
MGYG000006445	CAJLGR01
MGYG000006446	CAJJRD01
MGYG000006447	CAJLKT01
MGYG000006448	CAJMBZ01
MGYG000006449	CAJKKR01
MGYG000006450	CAJMPH01
MGYG000006451	CAJKND01
MGYG000006452	CAJLGT01
MGYG000006453	GCA_009713095
MGYG000006454	CAJKPT01
MGYG000006455	CAJLXC01
MGYG000006456	CAJLTV01
MGYG000006457	GCA_009876155
MGYG000006459	GCA_009719355
MGYG000006461	GCA_009875495
MGYG000006462	CAJJKC01
MGYG000006463	CAJKOJ01
MGYG000006464	CAJMFE01
MGYG000006465	CAJKGH01
MGYG000006466	CAJMHJ01
MGYG000006468	CAJKED01
MGYG000006469	GCA_009683445
MGYG000006470	CAJKNM01
MGYG000006471	CAJKVT01
MGYG000006472	CAJLUP01
MGYG000006473	CAJKNR01
MGYG000006474	GCA_008566175
MGYG000006475	CAJJST01
MGYG000006476	GCA_008566035
MGYG000006477	CAJKLM01
